artist_name,track_name,release_date,genre,lyrics
The Naked and Famous,Young Blood,2010,Indie,"Young Blood Lyrics[Verse 1]
We're only young and naive still
We require certain skills
The mood it changes like the wind
Hard to control when it begins

[Chorus]
The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah
[Verse 2]
Can't help myself but count the flaws
Claw my way out through these walls
One temporary escape
Feel it start to permeate

We lie beneath the stars at night
Our hands gripping each other tight
You keep my secrets hope to die
Promises, swear them to the sky

[Chorus]
The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah

[Bridge: Thom Powers]
As it withers, brittle it shakes
Can you whisper, as it crumbles and breaks?
As you shiver, count up all your mistakes
Pair of forgivers, let go before it's too late
Can you whisper? Can you whisper?
Can you whisper? Can you whisper?

[Chorus]
The bittersweet between my teeth
Trying to find the in-betweens
Fall back in love eventually
Yeah, yeah, yeah, yeah
(Can you whisper?)
The bittersweet between my teeth
(Can you whisper?)
Trying to find the in-betweens
(Can you whisper?)
Fall back in love eventually
(Can you whisper?)
Yeah, yeah, yeah, yeahYou might also like11Embed"
The 1975,Somebody Else,2016,Indie,"TranslationsTürkçeEspañolSomebody Else Lyrics[Verse 1]
So I heard you found somebody else
And at first, I thought it was a lie
I took all my things that make sounds
The rest I can do without

[Chorus]
I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)
[Post-Chorus]
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

[Verse 2]
And c'mon baby (I know)
This ain't the last time that I'll see your face
And c'mon baby (I know)
You said you'd find someone to take my place (Place, place)
I just don't believe that you have got it in you
'Cause we are just gonna keep “Doin' it” and every time
I start to believe in anything you're saying
I'm reminded that I should be gettin' over it

[Chorus]
I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)
You might also like[Post-Chorus]
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

[Bridge]
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone

[Chorus]
I don't want your body (I don't want your body)
But I hate to think about you with somebody else
(I don't want your body)
Our love has gone cold
You're intertwining your soul with somebody else
(I don't want your body)
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
(I don't want your body)
No, I don't want your body (I don't want your body)
But I'm picturing your body with somebody else
(I don't want your body)141Embed"
Alt-J,Breezeblocks,2012,Indie,"TranslationsFrançaisBreezeblocks Lyrics[Verse 1]
She may contain the urge to run away
But hold her down with soggy clothes and breezeblocks
Cetirizine, your fever’s gripped me again
Never kisses, all you ever send are fullstops (La la la la)
Do you know where the wild things go?
They go along to take your honey (La la la la)
Break down, now weep, build up breakfast
Now let’s eat, my love, my love, love, love (La la la la)

[Chorus]
Muscle to muscle and toe to toe
The fear has gripped me, but here I go
My heart sinks as I jump up
Your hand grips hand as my eyes shut
And I, ah-ah-ah-ah
[Verse 2]
Do you know where the wild things go?
They go along to take your honey (La la la la)
Break down, now sleep, build up breakfast
Now let’s eat, my love, my love, love, love (La la la la)
She bruises, coughs, she splutters pistol shots
Hold her down with soggy clothes and breezeblocks
She’s morphine, queen of my vaccine
My love, my love, love, love (La la la la)

[Chorus]
Muscle to muscle and toe to toe
The fear has gripped me, but here I go
My heart sinks as I jump up
Your hand grips hand as my eyes shut
And I, ah-ah-ah-aha
Aah-ah-ah-ah, Aah-ah-ah-ah-aha-I (Shhhh)

[Verse 3]
She may contain the urge to run away
But hold her down with soggy clothes and breezeblocks
Germolene, disinfect the scene, my love, my love, love, love
But please don't go, I love you so, my lovely

[Refrain]
Please don't go, please don't go
I love you so, I love you so
Please don't go, please don't go
I love you so, I love you so
Please break my heart (Hey!)
Please don't go, please don't go
I love you so, I love you so
Please don't go, please don't go
I love you so, I love you so
Please break my heart
You might also like[Outro]
Please don’t go, I’ll eat you whole
I love you so, I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so, I love you so
Please don’t go, I’ll eat you whole
I love you so, I love you so236Embed"
Fleet Foxes,Helplessness Blues,2011,Indie,"Helplessness Blues Lyrics[Verse 1]
I was raised up believing I was somehow unique
Like a snowflake distinct among snowflakes
Unique in each way you'd conceive
And now after some thinking, I'd say I'd rather be
A functioning cog in some great machinery
Serving something beyond me
But I don't, I don't know what that will be
I'll get back to you someday soon, you will see

[Verse 2]
What's my name, what's my station
Oh, just tell me what I should do
I don't need to be kind to the armies of night
That would do such injustice to you
Or bow down and be grateful and say
""Sure, take all that you see""
To the men who move only in dimly lit halls and determine my future for me
And I don't, I don't know who to believe
I'll get back to you someday soon, you will see
[Verse 3]
If I know only one thing, it's that everything that I see
Of the world outside is so inconceivable
Often, I barely can speak
Yeah, I'm tongue-tied and dizzy
And I can't keep it to myself
What good is it to sing helplessness blues?
Why should I wait for anyone else?
And I know, I know you will keep me on the shelf
I'll come back to you someday soon myself

[Outro]
If I had an orchard, I'd work till I'm raw
If I had an orchard, I'd work till I'm sore
And you would wait tables and soon run the store
Gold hair in the sunlight, my light in the dawn
If I had an orchard, I'd work till I'm sore
If I had an orchard, I'd work till I'm sore
And someday I'll be like the man on the screenYou might also like17Embed"
The Smiths,How Soon Is Now?,1984,Indie,"How Soon Is Now? Lyrics[Intro]

[Verse]
I am the son and the heir
Of a shyness that is criminally vulgar
I am the son and heir
Of nothing in particular

[Chorus]
You shut your mouth, how can you say
I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does
[Verse]
I am the son and the heir
Of a shyness that was criminally vulgar
I am the son and heir
Of nothing in particular

[Chorus]
You shut your mouth, how can you say
I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does

[instrumental break]

[Bridge]
There's a club if you'd like to go
You could meet somebody who really loves you
So you go and you stand on your own, and you leave on your own
And you go home and you cry and you want to die
When you say ""it's gonna happen now""
Well, when exactly do you mean?
See I've already waited too long
And all my hope is gone

[instrumental break]
You might also like[Chorus]
You shut your mouth, how can you say
I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does51Embed"
Band of Horses,No One's Gonna Love You,2007,Indie,"No One’s Gonna Love You Lyrics[Verse 1]
It's looking like a limb torn off
Or all together just taken apart
We're reeling through an endless fall
We are the ever-living ghost of what once was

[Chorus]
But no one is ever gonna love you more than I do
No one's gonna love you more than I do

[Verse 2]
And anything to make you smile
It is a better side of you to admire
But they should never take so long
Just to be over then back to another one
[Chorus]
And no one is ever gonna love you more than I do
No one's gonna love you more than I do

[Bridge]
But someone, they could have warned you
When things start splitting at the seams and now
The whole thing's tumbling down
Things start splitting at the seams and now
If things start splitting at the seams and now
It's tumbling down hard

[Verse 3]
Anything to make you smile
You are the ever-living ghost of what once was
I never want to hear you say
That you'd be better off or you liked it that way

[Chorus]
And no one is ever gonna love you more than I do
No one's gonna love you more than I do

[Bridge]
But someone, they should have warned you
When things start splitting at the seams and now
The whole thing's tumbling down
Things start splitting at the seams and now
If things start splitting at the seams and now
It's tumbling down, hardYou might also like12Embed"
The Shins,Australia,2007,Indie,"Australia Lyrics[Intro]
""Time to put the ear covers on!""
""No!""

La-la-la-la!
La-la-la-la!
La-la-la-la!

[Verse 1]
(Born to) Born to multiply
Born to gaze into night skies
All you want's one more Saturday
Well, look here until then
They gonna buy your life's time
So keep your wick in the air and your feet in the fetters
Till the day

[Pre-Chorus 1]
We come in doing cartwheels
We all crawl out by ourselves
And your shape on a dance floor
Will have me thinking such filth to gouge my eyes

[Chorus 1]
You'll be damned to be one of us girl
Faced with the dodo's conundrum
I felt like I could just fly
But nothing happened every time I try, ooh-ooh!

[Verse 2]
A duotone on the wall
Selfless fool who hoped he'd save us all
Never dreamt of such sterile hands
You keep 'em folded in your lap
Or raise them up to beg for scraps
You know he's holding you down with the tips of his fingers
Just the same
You might also like[Pre-Chorus 2]
Will you be pulled from the ocean
A-just a minute too late?
Or changed by a potion
To find a handsome young mate for you to love?

[Chorus 2]
You'll be damned to pining through the windowpanes
You know you'd trade your life for any ordinary Joe
Well, do it now or grow old
Your nightmares only need a year or two to unfold

[Guitar solo]

[Bridge]
Been alone since you were twenty-one
You haven't laughed since January
You try and make like this is so much fun
But we know it to be quite contrary
La-la-la-la

[Chorus 3]
Dare to be one of us, girl
Facing the android's conundrum
I felt like I should just cry
But nothing happens every time I take one on the chin
You Himmler in your coat, you don't know how long I've been
Watching the lantern dim
Starved of oxygen
So give me your hand and let's jump out the window

La, la, la, la, la!
La, la, la, la, la!
La-la, la, la, la!16Embed"
The Postal Service,Such Great Heights,2003,Indie,"TranslationsEspañolSuch Great Heights Lyrics[Verse 1]
I am thinking it's a sign
That the freckles in our eyes
Are mirror images
And when we kiss they're perfectly aligned
And I have to speculate
That God himself did make
Us into corresponding shapes
Like puzzle pieces from the clay

[Verse 2]
And true, it may seem like a stretch
But it's thoughts like this that catch
My troubled head when you're away
When I am missing you to death
When you are out there on the road
For several weeks of shows
And when you scan the radio
I hope this song will guide you home
[Chorus]
They will see us waving from such great heights
""Come down now,"" they'll say
But everything looks perfect from far away
""Come down now,"" but we'll stay

[Verse 3]
I tried my best to leave
This all on your machine
But the persistent beat
It sounded thin upon listening
And that frankly will not fly
You will hear the shrillest highs
And lowest lows with the windows down
When this is guiding you home

[Chorus]
They will see us waving from such great heights
""Come down now,"" they'll say
But everything looks perfect from far away
""Come down now,"" but we'll stay

[Instrumental Bridge]

[Chorus]
They will see us waving from such great heights
""Come down now,"" they'll say
But everything looks perfect from far away
""Come down now,"" but we'll stay
You might also like[Outro]
(They will see us waving from such great heights)
(Come down now)
They will see us waving from such great heights
(Come down now)27Embed"
Vampire Weekend,Cape Cod Kwassa Kwassa,2008,Indie,"Cape Cod Kwassa Kwassa Lyrics[Verse 1]
As a young girl, Louis Vuitton
With your mother on a sandy lawn
As a sophomore with reggaeton
And the linens you're sittin' on

[Chorus]
Is your bed made, is your sweater on?
Do you want to fuck like you know I do?
Like you know I do, ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh, ooh, ooh
[Post-Chorus]
But this feels so unnatural, Peter Gabriel too
But it feels so unnatural, Peter Gabriel

[Verse 2]
Can you stay up to see the dawn?
In the colors of Benetton

[Chorus]
Is your bed made, is your sweater on?
Do you want to, like you know I do?
Like you know I do, ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh, ooh, ooh

[Post-Chorus]
Feels so unnatural, Peter Gabriel too
But this feels so unnatural, Peter Gabriel

[Bridge]
Ooh, ooh
Ooh, ooh

[Chorus]
Is your bed made, is your sweater on?
Do you wanna, like you know I do?
Like you know I do, ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh, ooh, oohYou might also like19Embed"
The Arctic Monkeys,Mardy Bum,2006,Indie,"Mardy Burn (Cover Version) Lyrics""Mardy Bum""

Now then Mardy Bum
I see your frown
And it's like looking down the barrel of a gun
And it goes off
And out come all these words
Oh there's a very pleasant side to you
A side I much prefer

It's one that laughs and jokes around
Remember cuddles in the kitchen
Yeah, to get things off the ground
And it was up, up and away
Oh, but it's right hard to remember
That on a day like today when you're all argumentative
And you've got the face on
Well now then Mardy Bum
Oh I'm in trouble again, aren't I?
I thought as much
Cause you turned over there
Pulling that silent disappointment face
The one that I can't bear

Can't we laugh and joke around
Remember cuddles in the kitchen
Yeah, to get things off the ground
And it was up, up and away
Oh, but it's right hard to remember
That on a day like today when you're all argumentative
And you've got the face on

Yeah I'm sorry I was late
Well I missed the train
And then the traffic was a state
And I can't be arsed to carry on in this debate
That reoccurs, oh when you say I don't care
Well of course I do, yeah I clearly do!

So laugh and joke around
Remember cuddles in the kitchen
Yeah, to get things off the ground
And it was up, up and away
Still it's right hard to remember
That on a day like today when you're all argumentative
And you've got the face on
You might also like""Beneath The Boardwalk"" (2004)
""Whatever People Say I Am, That's What I'm Not"" (2006)

Soundtracks
Music Videos
Links

Advertise Here
Privacy Policy
DMCA Policy
Contact Us

ARCTIC MONKEYS lyrics are property and copyright of their owners. ""Mardy Bum"" lyrics provided for educational purposes and personal use onlyEmbed"
The National,Graceless,2013,Indie,"Graceless Lyrics[Verse 1]
Graceless
Is there a powder to erase this?
Is it dissolvable and tasteless?
You can't imagine how I hate this, graceless
I'm trying, but I'm graceless
I don't have the sunny side to face this
I am invisible and weightless
You can't imagine how I hate this, graceless

[Pre-Chorus]
I'm trying, but I'm gone, through the glass again
Just come and find me
God loves everybody, don't remind me
I took the medicine and I went missing
Just let me hear your voice, just let me listen
[Verse 2]
Graceless
I figured out how to be faithless
But it would be a shame to waste this
You can't imagine how I hate this, graceless

[Pre-Chorus]
I'm trying, but I'm gone, through the glass again
Just come and find me
God loves everybody, don't remind me
I took the medicine and I went missing
Just let me hear your voice, just let me listen

[Chorus]
All of my thoughts of you
Bullets through rotten fruit
Come apart at the seams
Now I know what dying means
I am not my rosy self
Left my roses on my shelf
Take the white ones, they're my favorite
It's the side effects that save us

[Refrain]
Grace
Put the flowers you find in a vase
If you're dead in the mind, it'll brighten the place
Don't let them die on the vine, it's a waste
Grace
You might also like[Bridge]
There's a science to walking through windows
There's a science to walking through windows
There's a science to walking through windows
There's a science to walking through windows without you

[Chorus]
All of my thoughts of you
Bullets through rotten fruit
Come apart at the seams
Now I know what dying means
I am not my rosy self
Left my roses on my shelf
Take the white ones, they're my favorite
It's the side effects that save us

[Refrain]
Grace
Put the flowers you find in a vase
If you're dead in the mind, it'll brighten the place
Don't let 'em die on the vine, it's a waste
Grace
Grace
Put the flowers you find in a vase
If you're dead in the mind, it'll brighten the place
Don't let them die on the vine, it's a waste
Grace18Embed"
Grizzly Bear,"Ready, Able",2009,Indie,"Ready, Able Lyrics[Verse 1]
I'm going to take a stab at this
Surely we'll be alright
Make a decision with a kiss
Maybe I have frostbite
And when I shuffled on back home
I made sure all of my tracks in the snow were gone

[Verse 2]
Tissue and bones it was a tryst
This isn't a gunfight
Checking it off of my list
Unable to rewrite
Five years, countless months and a loan
Hope I'm ready, able to make my own good home
[Outro]
They go, we go, I want you to know
What I did, I did
They go, we go, I want you to know
What I did, I did
They go, we go, I want you to know
What I did, I did
They go, we go, I want you to know
What I did, I did
They go, we go, I want you to know
What I did, I did
They go, we go, I want you to know
What I did, I didYou might also like12Embed"
Arcade Fire,Rebellion (Lies),2005,Indie,"Rebellion (Lies) Lyrics[Verse 1]
Sleeping is giving in
No matter what the time is
Sleeping is giving in
So lift those heavy eyelids
People say that you'll die
Faster than without water
But we know it's just a lie
Scare your son, scare your daughter

[Verse 2]
People say that your dreams
Are the only things that save you
Come on baby, in our dreams
We can live our misbehavior
[Refrain]
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes
Every time you close your eyes
Every time you close your eyes
Every time you close your eyes

[Verse 3]
People try and hide the night
Underneath the covers
People try and hide their lies
Underneath the covers
Come on hide your lovers
Underneath the covers
Come on hide your lovers
Underneath the covers
Hiding from your brothers
Underneath the covers
Come on hide your lovers
Underneath the covers

[Verse 4]
People say that you'll die
Faster than without water
But I know it's just a lie
Scare your son, scare your daughter
Scare your son, scare your daughter
Scare your son, scare your daughter
You might also like[Refrain]
Now here's the sun, it's alright! (Lies! Lies!)
Now here's the moon, it's alright! (Lies! Lies!)
Now here's the sun, it's alright! (Lies! Lies!)
Now here's the moon, it's alright! (Lies! Lies!)
But every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)

[Outro]
Every time you close your eyes
Every time you close your eyes
Every time you close your eyes
(Lies! Lies!)21Embed"
Beach House,Norway,2010,Indie,"Norway Lyrics[Verse 1]
We were sleeping 'til you came along
With your tiny heart
You led us in the wooden house
To share in all the wealth

[Chorus]
Don't you know it's true?
Norway
Norway
[Verse 2]
Seven figures leap the hungry mouths
The beast, he comes to you
He's a hunter for a lonely heart
In the season of the sun

[Chorus]
Don't you know it's true?
Norway
Norway

[Bridge]
Where you thinking that you're gonna run to now
With the beating of a tiny heart?
You hang onto the things that you're supposed to say
Millions of stars, they hold onto your breath

[Outro]
Norway
Norway
Norway
NorwayYou might also like3Embed"
Tame Impala,Let It Happen,2015,Indie,"TranslationsEspañolFrançaisLet It Happen Lyrics[Verse 1]
It's always around me, all this noise
But not nearly as loud as the voice saying
""Let it happen, let it happen (It's gonna feel so good)
Just let it happen, let it happen""

[Chorus]
All this running around trying to cover my shadow
A notion growing inside, now all the others seem shallow
All this running around bearing down on my shoulders
I can hear an alarm, must be morning
[Verse 2]
I heard about a whirlwind that's coming round
It's gonna carry off all that isn't bound
And when it happens, when it happens (I won't be holding on)
So let it happen, let it happen

[Chorus]
All this running around, I can't fight it much longer
Something's trying to get out and it's never been closer
If my take-off fails, make up some other story
But if I never come back, tell my mother I'm sorry
[Bridge]
I will not vanish and you will not scare me
Tryna get through it, try to bounce to it
You were not thinkin' that I will not do it
They be lovin' someone and I’m not that stupid
Take the next ticket to take the next train
Why would I do it? And you wanna think that
I will not vanish and you will not scare me
Tryna get through it, try to bounce to it
You were not thinkin' that I will not do it
They be lovin' someone and I’m not that stupid
Take the next ticket to take the next train
Why would I do it? And you wanna think that
You might also like[Outro]
Baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along
Oh baby, now I'm ready, moving on
Oh, but maybe I was ready all along
Oh, I'm ready for the moment and the sound
Oh, but maybe I was ready all along, oh baby138Embed"
Radiohead,High and Dry,1995,Indie,"High and Dry Lyrics[Verse 1]
Two jumps in a week, I bet you
Think that's pretty clever, don't you, boy
Flying on your motorcycle
Watching all the ground beneath you drop
You'd kill yourself for recognition
Kill yourself to never, ever stop
You broke another mirror
You're turning into something you are not

[Chorus]
Don't leave me high
Don't leave me dry
Don't leave me high
Don't leave me dry
[Verse 2]
Drying up in conversation
You will be the one who cannot talk
All your insides fall to pieces
You just sit there wishing you could still make love
They're the ones who'll hate you
When you think you've got the world all sussed out
They're the ones who'll spit at you
You will be the one screaming out

[Chorus]
Don't leave me high
Don't leave me dry
Don't leave me high
Don't leave me dry

[Guitar Solo]

[Bridge]
Oh, it's the best thing that you've ever had
The best thing that you've ever, ever had
It's the best thing that you've ever had
The best thing you've had has gone away

[Chorus]
So don't leave me high
Don't leave me dry
Don't leave me high
Don't leave me dry
Don't leave me high
Don't leave me high
Don't leave me dryYou might also like61Embed"
Fleetwood Mac,Go Your Own Way,1977,Indie,"Go Your Own Way Lyrics[Verse 1: Lindsey Buckingham]
Loving you isn't the right thing to do
How can I ever change things that I feel?
If I could, maybe I'd give you my world
How can I when you won't take it from me?

[Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham]
You can go your own way, go your own way
You can call it another lonely day
You can go your own way, go your own way
[Verse 2: Lindsey Buckingham]
Tell me why everything turned around
Packing up, shacking up's all you wanna do
If I could, baby, I'd give you my world
Open up, everything's waiting for you

[Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham]
You can go your own way, go your own way
You can call it another lonely day
You can go your own way, go your own way
[Instrumental Bridge]

[Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham]
(Ah!) You can go your own way, go your own way
You can call it another lonely day, another lonely day
You can go your own way, go your own way
You can call it another lonely day, another lonely day

[Outro: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham]
You can call it another lonely day, another lonely day
You can call it another lonely day, another lonely day
You can call it another lonely day, oh, yeah, oh, yeah
You can call it another lonely day
Lonely dayYou might also like21Embed"
The Black Keys,Gold on the Ceiling,2011,Indie,"Gold on the Ceiling Lyrics[Verse 1]
Down in the waves
She screams again
Roar at the door
My mind can't take much more

[Pre-Chorus]
I could never drown in

[Chorus]
They wanna get my
They wanna get my gold on the ceiling
I ain't blind, just a matter of time
Before you steal it
It's all right, ain't no guarding my high
[Verse 2]
Clouds covered love's
Barb-wired snare
Strung up, strung out
I just can't go without

[Pre-Chorus]
I could never drown in

[Chorus]
They wanna get my
They wanna get my gold on the ceiling
I ain't blind, just a matter of time
Before you steal it
It's all right, ain't no guarding my high

[Chorus]
They wanna get my
They wanna get my gold on the ceiling
I ain't blind, just a matter of time
Before you steal it
It's all right, ain't no guarding my high
Gold on the ceiling
I ain't blind, just a matter of time
Before you steal it
It's all right, ain't no guarding my highYou might also like25Embed"
Yeah Yeah Yeahs,Heads Will Roll,2009,Indie,"Heads Will Roll Lyrics[Chorus]
Off with your head
Dance 'til you're dead
Heads will roll
Heads will roll
Heads will roll
On the floor

[Verse 1]
Glitter on the wet streets
Silver over everything
The river's all wet
You're all chrome
[Verse 2]
Dripping with alchemy
Shiver, stop shivering
The glitter's all wet
You're all chrome

[Pre-Chorus]
The men cry out, the girls cry out
The men cry out, the girls cry out
The men cry out, oh no
The men cry out, the girls cry out
The men cry out, the girls cry out
The men cry out, oh no
Oh, ah
Oh, ah

[Chorus]
Off, off with your head
Dance, dance 'til you're dead (dead)
Heads will roll
Heads will roll
Heads will roll
On the floor

[Bridge]
Looking glass
Take the past
Shut your eyes
Mirror lies
Looking glass
Take the past
Shut your eyes
Mirror lies
You might also like[Verse 3]
Glitter on the wet streets
Silver over everything
The glitter's all wet
You're all chrome
You're all chrome
Oh, ah
Oh, ah

[Chorus]
Off, off, off with your head
Dance, dance, dance 'til you're dead
Off, off, off with your head
Dance, dance, dance 'til you're dead
Off, off, off with your head
Dance, dance, dance 'til you're dead
Off, off, off with your head
Dance, dance, dance 'til you're dead
Off, off, off with your head
Dance, dance, dance 'til you're dead
Off, off, off with your head
Dance, dance, dance 'til you're dead18Embed"
The Strokes,Someday,2001,Indie,"Someday Lyrics[Verse 1]
In many ways, they'll miss the good old days
Someday, someday
Yeah, it hurts to say, but I want you to stay
Sometimes, sometimes
When we was young, oh man, did we have fun
Always, always
Promises, they break before they're made
Sometimes, sometimes

[Chorus]
Oh, Maya says I'm lacking in depth
I will do my best
You say you wanna stand by my side
Darling, your head's not right
I see alone we stand; together we fall apart
Yeah, I think I'll be alright
I'm working so I won't have to try so hard
Tables, they turn sometimes
Oh, someday
No, I ain't wasting no more time
[Interlude]
(Trying, trying)

[Verse 2]
And now my fears, they come to me in threes
So I sometimes
Say, ""Fate, my friend, you say the strangest things
I find sometimes""

[Chorus]
Oh, Maya says I'm lacking in depth
Shit, I will try my best
You say you wanna stay by my side
Darling, your head's not right
I see alone we stand; together we fall apart
Yeah, I think I'll be alright
I'm working so I won't have to try so hard
Tables, they turn sometimes
Oh, someday
I ain't wasting no more timeYou might also like57Embed"
Bloc Party,Helicopter,2004,Indie,"Helicopter Lyrics[Verse 1]
North to south, empty
Running on, bravado
As if to say, as if to say
As if to say, he doesn't like chocolate
He's born a liar, he'll die a liar
Some things will never be different

[Pre-Chorus]
Stop being
So American
There's a time and there's a place
So James Dean
So blue jeans
Gonna save the world, he's gonna
[Chorus]
Are you hoping for a miracle?
Are you hoping for a miracle?
Are you hoping for a miracle?
Are you hoping for a miracle?

[Verse 2]
Three out of five, three out of five (It's not enough)
Six out of ten, better luck next time
Just like his dad, just like his dad (The same mistakes)
Some things will never be different
Hungry and dumb, hungry and dumb (So wait in line)
Queuing up for some more junk food
It's not my fault, it's not my fault (Just this once)
They're getting so much younger

[Pre-Chorus]
Why can't you be
More European?
Bastard child of guilt and shame
Bury your head
In the sand
I'm thinking six, six, six, I'm thinking six

[Chorus]
Are you hoping for a miracle?
Are you hoping for a miracle?
Are you hoping for a miracle?
Are you hoping for a miracle?
You might also like[Guitar Solo]

[Chorus]
Are you hoping for a miracle? (It's not enough, it's not enough)
Are you hoping for a miracle? (It's not enough, it's not enough)
Are you hoping for a miracle? (It's not enough, it's not enough)
Are you hoping for a miracle? (It's not enough, it's not enough)18Embed"
Bombay Bicycle Club,Shuffle,2011,Indie,"Shuffle Lyrics[Verse 1]
Weight is coming off, soaring high
Pleading you to stay, come alive

[Pre-Chorus]
Say you mean it, seal it up
Say you want to try
Say you haven't had enough
Say you want to

[Chorus]
Once you get the feeling, it
Wants you back for more
Says it's going to heal it, but
You won't make the call
One step back, you're leaving it
Now it's moving on
Why won't you believe in it
Untill it's gone?
[Verse 2]
Fading at the light
Softly say
Get it out my mind anyway

[Pre-Chorus]
Say you mean it, seal it up
Say you want to try
Say you haven't had enough
Say you want to

[Chorus]
Once you get the feeling, it
Wants you back for more
Says it's going to heal it, but
You won't make the call
One step back, you're leaving it
Now it's moving on
Why won't you believe in it
Untill it's gone?
Once you get the feeling, it
Wants you back for more
Now it gets ethereal
Feet ain't on the floor
One step back you're leaving it
Jumping at the wall
Why won't you believe in it
'Till it's gone?
You might also like[Bridge]
You gave to me
All I know
I will stay here
I will not go
You gave to me
All I know
I will stay here
I will not go

(Running out
You can make it through it
Running out
You can make it all)

[Pre-Chorus]
Say you mean it, seal it up
Say you want to try
Say you haven't had enough
Say you want to

[Chorus]
Once you get the feeling, it
Wants you back for more
Says it's going to heal it, but
You won't make the call (say you)
One step back, you're leaving it
Now it's moving on
Why won't you believe in it
Untill it's gone?
Once you get the feeling, it
Wants you back for more
Now it gets ethereal
Feet ain't on the floor (say you)
One step back you're leaving it
Jumping at the wall
Why won't you believe in it
'Till it's gone?11Embed"
Vampire Weekend,A-Punk,2008,Indie,"A-Punk Lyrics[Verse 1]
Johanna drove slowly into the city
The Hudson River all filled with snow
She spied the ring on His Honor's finger
Oh, oh, oh

[Verse 2]
A thousand years in one piece of silver
She took it from his lily-white hand
Showed no fear, she'd seen the thing
In the young men's wing at Sloan-Kettering
[Chorus]
Look outside at the raincoats coming, say ""oh""
Look outside at the raincoats coming, say ""oh""

[Refrain]
'Ey, 'ey, 'ey, 'ey!
'Ey, 'ey, 'ey!

[Verse 3]
His Honor drove southward, seeking exotica
Down to the pueblo huts of New Mexico
Cut his teeth on turquoise harmonicas
Oh, oh, oh

[Verse 4]
I saw Johanna down in the subway
She took an apartment in Washington Heights
Half of the ring lies here with me
But the other half's at the bottom of the sea

[Chorus]
Look outside at the raincoats coming, say ""oh""
Look outside at the raincoats coming, say ""oh""
Look outside at the raincoats coming, say ""oh""
Look outside at the raincoats coming, say ""oh""
You might also like[Refrain]
'Ey, 'ey, 'ey, 'ey!
'Ey, 'ey, 'ey, 'ey!29Embed"
